date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:58:00	74281/74281	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Jan%202016%2009:08:38%20GMT	http://junaidhira.com/demo/html/tile/img/blog/large/bl-1.jpg	D:/q/cv1/junaidhira.com/demo/html/tile/img/blog/large/bl-1.jpg	(from http://junaidhira.com/demo/html/tile/single-blog.html)
21:58:01	17312/17312	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jan%202016%2004:10:28%20GMT	http://junaidhira.com/demo/html/tile/img/blog/commenter/c-3.jpg	D:/q/cv1/junaidhira.com/demo/html/tile/img/blog/commenter/c-3.jpg	(from http://junaidhira.com/demo/html/tile/single-blog.html)
21:58:06	45526/45526	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Jan%202016%2014:42:54%20GMT	http://junaidhira.com/demo/html/tile/img/blog/thumb/bt-1.jpg	D:/q/cv1/junaidhira.com/demo/html/tile/img/blog/thumb/bt-1.jpg	(from http://junaidhira.com/demo/html/tile/single-blog.html)
21:58:08	50880/50880	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Jan%202016%2014:42:08%20GMT	http://junaidhira.com/demo/html/tile/img/blog/thumb/bt-3.jpg	D:/q/cv1/junaidhira.com/demo/html/tile/img/blog/thumb/bt-3.jpg	(from http://junaidhira.com/demo/html/tile/single-blog.html)
21:58:15	33220/33220	---MCZ	200	added ('OK')	text/plain	date:Sun,%2013%20Sep%202015%2012:46:48%20GMT	http://junaidhira.com/demo/html/tile/font/material-design-icons/Material-Design-Icons.woff2	D:/q/cv1/junaidhira.com/demo/html/tile/font/material-design-icons/Material-Design-Icons.woff2	(from http://junaidhira.com/demo/html/tile/css/materialize.min.css)
21:58:18	142072/142072	---MCZ	200	added ('OK')	text/plain	date:Sat,%2009%20Jan%202016%2013:37:34%20GMT	http://junaidhira.com/demo/html/tile/font/font-awesome/fonts/fontawesome-webfont.ttf?v=4.5.0	D:/q/cv1/junaidhira.com/demo/html/tile/font/font-awesome/fonts/fontawesome-webfont3295.ttf	(from http://junaidhira.com/demo/html/tile/font/font-awesome/css/font-awesome.min.css)
21:58:20	102112/102112	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2013%20Sep%202015%2012:46:48%20GMT	http://junaidhira.com/demo/html/tile/font/material-design-icons/Material-Design-Icons.eot?	D:/q/cv1/junaidhira.com/demo/html/tile/font/material-design-icons/Material-Design-Iconsd41d.eot	(from http://junaidhira.com/demo/html/tile/css/materialize.min.css)
21:58:26	49380/49380	---MCZ	200	added ('OK')	text/plain	date:Sun,%2013%20Sep%202015%2012:46:48%20GMT	http://junaidhira.com/demo/html/tile/font/roboto/Roboto-Light.woff2	D:/q/cv1/junaidhira.com/demo/html/tile/font/roboto/Roboto-Light.woff2	(from http://junaidhira.com/demo/html/tile/css/materialize.min.css)
21:58:30	330095/330095	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2013%20Sep%202015%2012:46:48%20GMT	http://junaidhira.com/demo/html/tile/font/material-design-icons/Material-Design-Icons.svg	D:/q/cv1/junaidhira.com/demo/html/tile/font/material-design-icons/Material-Design-Icons.svg	(from http://junaidhira.com/demo/html/tile/css/materialize.min.css)
21:58:31	0/0	---M-Z	302	error ('Found')	text/html	date:Mon,%2022%20Jan%202018%2016:58:30%20GMT	http://junaidhira.com/demo/html/tile/css/AjaxLoader.gif	D:/q/cv1/junaidhira.com/demo/html/tile/css/AjaxLoader.gif	(from http://junaidhira.com/demo/html/tile/css/owl.theme.css)
21:58:33	62316/62316	---MCZ	200	added ('OK')	text/plain	date:Sun,%2013%20Sep%202015%2012:46:48%20GMT	http://junaidhira.com/demo/html/tile/font/roboto/Roboto-Light.woff	D:/q/cv1/junaidhira.com/demo/html/tile/font/roboto/Roboto-Light.woff	(from http://junaidhira.com/demo/html/tile/css/materialize.min.css)
21:58:36	34157/34157	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Jan%202016%2014:42:32%20GMT	http://junaidhira.com/demo/html/tile/img/blog/thumb/bt-2.jpg	D:/q/cv1/junaidhira.com/demo/html/tile/img/blog/thumb/bt-2.jpg	(from http://junaidhira.com/demo/html/tile/single-blog.html)
21:58:38	127744/127744	---MCZ	200	added ('OK')	text/plain	date:Sun,%2013%20Sep%202015%2012:46:48%20GMT	http://junaidhira.com/demo/html/tile/font/roboto/Roboto-Bold.ttf	D:/q/cv1/junaidhira.com/demo/html/tile/font/roboto/Roboto-Bold.ttf	(from http://junaidhira.com/demo/html/tile/css/materialize.min.css)
21:58:39	126072/126072	---M--	200	added ('OK')	text/plain	date:Sun,%2013%20Sep%202015%2012:46:48%20GMT	http://junaidhira.com/demo/html/tile/font/roboto/Roboto-Regular.ttf	D:/q/cv1/junaidhira.com/demo/html/tile/font/roboto/Roboto-Regular.ttf	(from http://junaidhira.com/demo/html/tile/css/materialize.min.css)
